CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_systems.py
MEM 33.714844 1751517856.9502
MEM 33.714844 1751517857.0505
MEM 33.714844 1751517857.1509
MEM 33.714844 1751517857.2512
MEM 33.714844 1751517857.3515
MEM 33.714844 1751517857.4519
MEM 33.714844 1751517857.5522
MEM 33.714844 1751517857.6525
MEM 33.714844 1751517857.7529
MEM 33.714844 1751517857.8532
MEM 33.714844 1751517857.9535
MEM 33.714844 1751517858.0539
MEM 33.714844 1751517858.1542
MEM 33.714844 1751517858.2546
MEM 33.714844 1751517858.3549
MEM 33.714844 1751517858.4553
MEM 33.714844 1751517858.5556
MEM 33.714844 1751517858.6559
MEM 33.714844 1751517858.7562
MEM 33.714844 1751517858.8566
MEM 33.714844 1751517858.9569
MEM 33.714844 1751517859.0573
MEM 33.714844 1751517859.1576
MEM 33.714844 1751517859.2579
MEM 33.714844 1751517859.3583
MEM 33.714844 1751517859.4586
MEM 33.714844 1751517859.5589
MEM 33.714844 1751517859.6593
MEM 33.714844 1751517859.7596
MEM 33.714844 1751517859.8599
MEM 33.714844 1751517859.9603
MEM 33.714844 1751517860.0606
MEM 33.714844 1751517860.1609
MEM 33.714844 1751517860.2613
MEM 33.714844 1751517860.3616
MEM 33.714844 1751517860.4620
MEM 33.714844 1751517860.5623
MEM 33.714844 1751517860.6626
MEM 33.714844 1751517860.7630
MEM 33.714844 1751517860.8633
MEM 33.714844 1751517860.9636
MEM 33.714844 1751517861.0640
MEM 33.714844 1751517861.1643
MEM 33.714844 1751517861.2647
MEM 33.714844 1751517861.3650
MEM 33.714844 1751517861.4653
MEM 33.714844 1751517861.5656
MEM 33.714844 1751517861.6660
MEM 33.714844 1751517861.7663
MEM 33.714844 1751517861.8666
MEM 33.714844 1751517861.9670
MEM 33.714844 1751517862.0673
MEM 33.714844 1751517862.1676
MEM 33.714844 1751517862.2680
MEM 33.714844 1751517862.3683
MEM 33.714844 1751517862.4686
MEM 33.714844 1751517862.5690
MEM 33.714844 1751517862.6693
MEM 33.714844 1751517862.7696
MEM 33.714844 1751517862.8699
MEM 33.714844 1751517862.9703
MEM 33.714844 1751517863.0706
MEM 33.714844 1751517863.1710
MEM 33.714844 1751517863.2713
MEM 33.714844 1751517863.3716
MEM 33.714844 1751517863.4719
MEM 33.714844 1751517863.5722
MEM 33.714844 1751517863.6725
MEM 33.714844 1751517863.7729
MEM 33.714844 1751517863.8732
MEM 33.714844 1751517863.9735
MEM 33.714844 1751517864.0739
MEM 33.714844 1751517864.1743
MEM 33.714844 1751517864.2746
MEM 33.714844 1751517864.3749
MEM 33.714844 1751517864.4752
MEM 33.714844 1751517864.5756
MEM 33.714844 1751517864.6799
MEM 33.714844 1751517864.7803
MEM 33.714844 1751517864.8806
MEM 33.714844 1751517864.9809
MEM 33.714844 1751517865.0813
MEM 33.714844 1751517865.1816
MEM 33.714844 1751517865.2820
MEM 33.714844 1751517865.3824
MEM 33.714844 1751517865.4826
MEM 33.714844 1751517865.5830
MEM 33.714844 1751517865.6833
MEM 33.714844 1751517865.7836
MEM 33.714844 1751517865.8839
MEM 33.714844 1751517865.9842
MEM 33.714844 1751517866.0846
MEM 33.714844 1751517866.1849
MEM 33.714844 1751517866.2852
MEM 33.714844 1751517866.3856
MEM 33.714844 1751517866.4860
MEM 33.714844 1751517866.5863
MEM 33.714844 1751517866.6866
MEM 33.714844 1751517866.7870
MEM 33.714844 1751517866.8873
MEM 33.714844 1751517866.9876
MEM 33.714844 1751517867.0880
MEM 33.714844 1751517867.1883
MEM 33.714844 1751517867.2886
MEM 33.714844 1751517867.3889
MEM 33.714844 1751517867.4892
MEM 33.714844 1751517867.5896
MEM 33.714844 1751517867.6899
MEM 33.714844 1751517867.7902
MEM 33.714844 1751517867.8906
MEM 33.714844 1751517867.9909
MEM 33.714844 1751517868.0912
MEM 33.714844 1751517868.1916
MEM 33.714844 1751517868.2919
MEM 33.714844 1751517868.3923
MEM 33.714844 1751517868.4926
MEM 33.714844 1751517868.5930
MEM 33.714844 1751517868.6933
MEM 33.714844 1751517868.7936
MEM 33.714844 1751517868.8940
MEM 33.714844 1751517868.9943
MEM 33.714844 1751517869.0946
MEM 33.714844 1751517869.1949
MEM 33.714844 1751517869.2952
MEM 33.714844 1751517869.3955
MEM 33.714844 1751517869.4958
MEM 33.714844 1751517869.5961
MEM 33.714844 1751517869.6964
MEM 33.714844 1751517869.7967
MEM 33.714844 1751517869.8970
MEM 33.714844 1751517869.9973
MEM 33.714844 1751517870.0976
MEM 33.714844 1751517870.1980
MEM 33.714844 1751517870.2983
MEM 33.714844 1751517870.3987
MEM 33.714844 1751517870.4990
MEM 33.714844 1751517870.5993
MEM 33.714844 1751517870.6997
MEM 33.714844 1751517870.8000
MEM 33.714844 1751517870.9003
MEM 33.714844 1751517871.0006
MEM 33.714844 1751517871.1010
MEM 33.714844 1751517871.2013
MEM 33.714844 1751517871.3016
MEM 33.714844 1751517871.4020
MEM 33.714844 1751517871.5023
MEM 33.714844 1751517871.6027
MEM 33.714844 1751517871.7029
MEM 33.714844 1751517871.8033
MEM 33.714844 1751517871.9036
MEM 33.714844 1751517872.0039
MEM 33.714844 1751517872.1043
MEM 33.714844 1751517872.2046
MEM 33.714844 1751517872.3050
MEM 33.714844 1751517872.4053
MEM 33.714844 1751517872.5057
MEM 33.714844 1751517872.6060
MEM 33.714844 1751517872.7063
MEM 33.714844 1751517872.8067
MEM 33.714844 1751517872.9070
MEM 33.714844 1751517873.0074
MEM 33.714844 1751517873.1078
MEM 33.714844 1751517873.2081
MEM 33.714844 1751517873.3084
MEM 33.714844 1751517873.4087
MEM 33.714844 1751517873.5091
MEM 33.714844 1751517873.6094
MEM 33.714844 1751517873.7097
MEM 33.714844 1751517873.8100
MEM 33.714844 1751517873.9103
MEM 33.714844 1751517874.0106
MEM 33.714844 1751517874.1110
MEM 33.714844 1751517874.2113
MEM 33.714844 1751517874.3116
MEM 33.714844 1751517874.4119
MEM 33.714844 1751517874.5122
MEM 33.714844 1751517874.6126
MEM 33.714844 1751517874.7129
MEM 33.714844 1751517874.8132
MEM 33.714844 1751517874.9135
MEM 33.714844 1751517875.0139
MEM 33.714844 1751517875.1142
MEM 33.714844 1751517875.2145
MEM 33.714844 1751517875.3149
MEM 33.714844 1751517875.4152
MEM 33.714844 1751517875.5155
MEM 33.714844 1751517875.6158
MEM 33.714844 1751517875.7161
MEM 33.714844 1751517875.8165
MEM 33.714844 1751517875.9168
MEM 33.714844 1751517876.0171
MEM 33.714844 1751517876.1174
MEM 33.714844 1751517876.2177
MEM 33.714844 1751517876.3180
MEM 33.714844 1751517876.4183
MEM 33.714844 1751517876.5185
MEM 33.714844 1751517876.6188
MEM 33.714844 1751517876.7191
MEM 33.714844 1751517876.8194
MEM 33.714844 1751517876.9197
MEM 33.714844 1751517877.0200
MEM 33.714844 1751517877.1203
MEM 33.714844 1751517877.2206
MEM 33.714844 1751517877.3209
MEM 33.714844 1751517877.4212
MEM 33.714844 1751517877.5214
MEM 33.714844 1751517877.6217
MEM 33.714844 1751517877.7220
MEM 33.714844 1751517877.8223
MEM 33.714844 1751517877.9227
MEM 33.714844 1751517878.0230
MEM 33.714844 1751517878.1233
MEM 33.714844 1751517878.2236
MEM 33.714844 1751517878.3240
MEM 33.714844 1751517878.4243
MEM 33.714844 1751517878.5246
MEM 33.714844 1751517878.6250
MEM 33.714844 1751517878.7253
MEM 33.714844 1751517878.8256
MEM 33.714844 1751517878.9259
MEM 33.714844 1751517879.0262
MEM 33.714844 1751517879.1266
MEM 33.714844 1751517879.2269
MEM 33.714844 1751517879.3272
MEM 33.714844 1751517879.4275
MEM 33.714844 1751517879.5278
MEM 33.714844 1751517879.6281
MEM 33.714844 1751517879.7284
MEM 33.714844 1751517879.8288
MEM 33.714844 1751517879.9291
MEM 33.714844 1751517880.0294
MEM 33.714844 1751517880.1297
MEM 33.714844 1751517880.2300
MEM 33.714844 1751517880.3303
MEM 33.714844 1751517880.4305
MEM 33.714844 1751517880.5309
MEM 33.714844 1751517880.6312
MEM 33.714844 1751517880.7315
MEM 33.714844 1751517880.8318
MEM 33.714844 1751517880.9321
MEM 33.714844 1751517881.0324
MEM 33.714844 1751517881.1328
MEM 33.714844 1751517881.2331
MEM 33.714844 1751517881.3334
MEM 33.714844 1751517881.4338
MEM 33.714844 1751517881.5341
MEM 33.714844 1751517881.6345
MEM 33.714844 1751517881.7350
MEM 33.714844 1751517881.8353
MEM 33.714844 1751517881.9357
MEM 33.714844 1751517882.0360
MEM 33.714844 1751517882.1363
MEM 33.714844 1751517882.2366
MEM 33.714844 1751517882.3370
MEM 33.714844 1751517882.4373
MEM 33.714844 1751517882.5376
MEM 33.714844 1751517882.6380
MEM 33.714844 1751517882.7383
MEM 33.714844 1751517882.8386
MEM 33.714844 1751517882.9389
MEM 33.714844 1751517883.0392
MEM 33.714844 1751517883.1395
MEM 33.714844 1751517883.2399
MEM 33.714844 1751517883.3402
MEM 33.714844 1751517883.4405
MEM 33.714844 1751517883.5409
MEM 33.714844 1751517883.6412
MEM 33.714844 1751517883.7415
MEM 33.714844 1751517883.8419
MEM 33.714844 1751517883.9422
MEM 33.714844 1751517884.0425
MEM 33.714844 1751517884.1429
MEM 33.714844 1751517884.2432
MEM 33.714844 1751517884.3435
MEM 33.714844 1751517884.4439
MEM 33.714844 1751517884.5442
MEM 33.714844 1751517884.6445
MEM 33.714844 1751517884.7449
MEM 33.714844 1751517884.8452
MEM 33.714844 1751517884.9455
MEM 33.714844 1751517885.0458
MEM 33.714844 1751517885.1461
MEM 33.714844 1751517885.2464
MEM 33.714844 1751517885.3467
MEM 33.714844 1751517885.4470
MEM 33.714844 1751517885.5473
MEM 33.714844 1751517885.6476
MEM 33.714844 1751517885.7479
MEM 33.714844 1751517885.8482
MEM 33.714844 1751517885.9486
MEM 33.714844 1751517886.0489
MEM 33.714844 1751517886.1492
MEM 33.714844 1751517886.2496
MEM 33.714844 1751517886.3499
MEM 33.714844 1751517886.4503
MEM 33.714844 1751517886.5506
MEM 33.714844 1751517886.6510
MEM 33.714844 1751517886.7513
MEM 33.714844 1751517886.8516
MEM 33.714844 1751517886.9519
MEM 33.714844 1751517887.0522
MEM 33.714844 1751517887.1526
MEM 33.714844 1751517887.2529
MEM 33.714844 1751517887.3532
MEM 33.714844 1751517887.4536
MEM 33.714844 1751517887.5539
MEM 33.714844 1751517887.6542
MEM 33.714844 1751517887.7545
MEM 33.714844 1751517887.8549
MEM 33.714844 1751517887.9552
MEM 33.714844 1751517888.0555
MEM 33.714844 1751517888.1559
MEM 33.714844 1751517888.2562
MEM 33.714844 1751517888.3565
MEM 33.714844 1751517888.4569
MEM 33.714844 1751517888.5572
MEM 33.714844 1751517888.6575
MEM 33.714844 1751517888.7579
MEM 33.714844 1751517888.8582
MEM 33.714844 1751517888.9585
MEM 33.714844 1751517889.0588
MEM 33.714844 1751517889.1591
MEM 33.714844 1751517889.2594
MEM 33.714844 1751517889.3598
MEM 33.714844 1751517889.4601
MEM 33.714844 1751517889.5605
MEM 33.714844 1751517889.6608
MEM 33.714844 1751517889.7611
MEM 33.714844 1751517889.8614
MEM 33.714844 1751517889.9618
MEM 33.714844 1751517890.0620
MEM 33.714844 1751517890.1623
MEM 33.714844 1751517890.2626
MEM 33.714844 1751517890.3630
MEM 33.714844 1751517890.4633
MEM 33.714844 1751517890.5636
MEM 33.714844 1751517890.6639
MEM 33.714844 1751517890.7642
MEM 33.714844 1751517890.8646
MEM 33.714844 1751517890.9649
MEM 33.714844 1751517891.0653
MEM 33.714844 1751517891.1656
MEM 33.714844 1751517891.2659
MEM 33.714844 1751517891.3662
MEM 33.714844 1751517891.4665
MEM 33.714844 1751517891.5668
MEM 33.714844 1751517891.6671
MEM 33.714844 1751517891.7675
MEM 33.714844 1751517891.8678
MEM 33.714844 1751517891.9682
MEM 33.714844 1751517892.0685
MEM 33.714844 1751517892.1689
MEM 33.714844 1751517892.2692
MEM 33.714844 1751517892.3695
MEM 33.714844 1751517892.4698
MEM 33.714844 1751517892.5701
MEM 33.714844 1751517892.6705
MEM 33.714844 1751517892.7708
MEM 33.714844 1751517892.8711
MEM 33.714844 1751517892.9715
MEM 33.714844 1751517893.0718
MEM 33.714844 1751517893.1722
MEM 33.714844 1751517893.2725
MEM 33.714844 1751517893.3730
MEM 33.714844 1751517893.4733
MEM 33.714844 1751517893.5736
MEM 33.714844 1751517893.6740
MEM 33.714844 1751517893.7743
MEM 33.714844 1751517893.8747
MEM 33.714844 1751517893.9750
MEM 33.714844 1751517894.0754
MEM 33.714844 1751517894.1758
MEM 33.714844 1751517894.2761
MEM 33.714844 1751517894.3764
MEM 33.714844 1751517894.4768
MEM 33.714844 1751517894.5772
MEM 33.714844 1751517894.6775
MEM 33.714844 1751517894.7779
MEM 33.714844 1751517894.8782
MEM 33.714844 1751517894.9785
MEM 33.714844 1751517895.0789
MEM 33.714844 1751517895.1793
MEM 33.714844 1751517895.2796
MEM 33.714844 1751517895.3799
MEM 33.714844 1751517895.4803
MEM 33.714844 1751517895.5806
MEM 33.714844 1751517895.6810
MEM 33.714844 1751517895.7813
MEM 33.714844 1751517895.8817
MEM 33.714844 1751517895.9820
MEM 33.714844 1751517896.0824
MEM 33.714844 1751517896.1827
MEM 33.714844 1751517896.2830
MEM 33.714844 1751517896.3833
MEM 33.714844 1751517896.4837
MEM 33.714844 1751517896.5840
MEM 33.714844 1751517896.6844
MEM 33.714844 1751517896.7846
MEM 33.714844 1751517896.8850
MEM 33.714844 1751517896.9853
MEM 33.714844 1751517897.0856
MEM 33.714844 1751517897.1860
MEM 33.714844 1751517897.2863
MEM 33.714844 1751517897.3866
MEM 33.714844 1751517897.4870
MEM 33.714844 1751517897.5873
MEM 33.714844 1751517897.6877
MEM 33.714844 1751517897.7880
MEM 33.714844 1751517897.8883
MEM 33.714844 1751517897.9887
MEM 33.714844 1751517898.0890
MEM 33.714844 1751517898.1893
MEM 33.714844 1751517898.2897
MEM 33.714844 1751517898.3900
MEM 33.714844 1751517898.4904
MEM 33.714844 1751517898.5907
MEM 33.714844 1751517898.6911
MEM 33.714844 1751517898.7914
MEM 33.714844 1751517898.8918
MEM 33.714844 1751517898.9926
MEM 33.714844 1751517899.0929
MEM 33.714844 1751517899.1933
MEM 33.714844 1751517899.2936
MEM 33.714844 1751517899.3940
MEM 33.714844 1751517899.4943
MEM 33.714844 1751517899.5946
MEM 33.714844 1751517899.6950
MEM 33.714844 1751517899.7953
MEM 33.714844 1751517899.8957
MEM 33.714844 1751517899.9960
MEM 32.843750 1751517900.0963
